;BUSINESSPARTNERID2;FIRSTCONTACTDATE2;BUSINESSPARTNERCATEGORY2;GIVENNAMES;LASTNAME;CONSULTATION;GENDER;NAMEATBIRTH;DATEOFBIRTH;PLACEOFBIRTH;MARITALSTATUS;EDUCATIONLEVEL;ISHOMEOWNER;NUMBERHOUSEHOLDMEMBERS;CHILDRENATHOMEINDICATOR
483;5695;14.01.2014;Individual;Melissa;Thomas;;female;Thomas;27.04.1978;;Married;HighSchool;0;4;0
484;5920;17.10.2015;Individual;Alexandra;Amigon;;female;Amigon;22.12.1984;;Single;HighSchool;0;2;1
485;5696;12.12.2012;Individual;Ashley;Thompson;;female;Thompson;22.01.1976;;Single;AssocDgree;1;2;1
486;5921;20.07.2014;Individual;Alexandra;Jones;;female;Jones;27.11.1974;;Married;Bachelor;0;1;1
487;5697;25.06.2012;Individual;Jessica;Thompson;;female;Thompson;12.06.1978;;Single;Bachelor;0;1;1
488;5922;02.11.2016;Individual;Elizabeth;Jones;;female;Jones;14.08.1967;;Single;HighSchool;0;1;1
489;5698;15.02.2017;Individual;Kayla;Thompson;;female;Thompson;15.02.1975;;Single;ProfDgree;1;3;0
490;5923;25.05.2015;Individual;Megan;Jones;;female;Jones;03.04.1970;;Married;SmeCollege;0;1;0
491;5699;14.02.2015;Individual;Alexis;Wilson;;female;Wilson;16.11.1979;;Single;HighSchool;0;1;0
492;5924;30.04.2017;Individual;Olivia;Jones;;female;Jones;18.01.1971;;Married;Master;0;1;1
493;5700;15.08.2012;Individual;Allison;Wilson;;female;Wilson;07.09.1965;;Married;9thGrade;0;1;1
494;5925;11.11.2013;Individual;Courtney;Moore;;female;Moore;12.11.1983;;Single;Bachelor;1;1;1
495;5701;07.07.2014;Individual;Amanda;Wilson;;female;Wilson;18.06.1967;;Single;Bachelor;1;4;1
496;5926;10.01.2016;Individual;Kelsey;Moore;;female;Moore;30.07.1975;;Married;9thGrade;0;3;0
497;5702;18.01.2015;Individual;Anna;Wilson;;female;Wilson;17.03.1973;;Single;AssocDgree;1;1;0
498;5927;19.04.2014;Individual;Mary;Moore;;female;Moore;03.05.1962;;Married;Bachelor;0;3;1
499;5703;19.04.2017;Individual;Danielle;Wilson;;female;Wilson;29.01.1970;;Married;HighSchool;1;3;1
500;5928;29.01.2017;Individual;Samantha;Moore;;female;Moore;15.09.1976;;Married;HighSchool;1;2;0
501;5704;05.03.2015;Individual;Hannah;Wilson;;female;Wilson;10.03.1978;;Married;9thGrade;1;2;1
502;5929;08.06.2016;Individual;Victoria;Moore;;female;Moore;17.09.1979;;Married;Bachelor;1;1;0
503;5705;11.06.2014;Individual;Melissa;Wilson;;female;Wilson;02.11.1959;;Married;HighSchool;0;1;0
504;5930;27.12.2015;Individual;Abigail;Morasca;;female;Morasca;06.05.1973;;Married;SmeCollege;0;1;1
505;5706;10.08.2016;Individual;Anna;Brown;;female;Brown;19.10.1980;;Single;HighSchool;0;4;1
506;5931;24.02.2015;Individual;Alyssa;Morasca;;female;Morasca;05.03.1970;;Married;9thGrade;1;3;1
507;5707;12.02.2015;Individual;Danielle;Brown;;female;Brown;01.05.1974;;Married;HighSchool;0;4;0
508;5932;01.08.2012;Individual;Morgan;Taylor;;female;Taylor;22.12.1983;;Married;HighSchool;0;2;0
509;5933;12.02.2017;Individual;Amber;Thomas;;female;Thomas;23.06.1964;;Single;9thGrade;0;3;0
510;5708;06.12.2015;Individual;Amanda;Williams;;female;Williams;31.12.1974;;Married;Bachelor;1;2;0
511;5934;10.09.2013;Individual;Brianna;Thomas;;female;Thomas;27.08.1964;;Married;HighSchool;1;4;1
512;5709;28.06.2015;Individual;Anna;Williams;;female;Williams;21.02.1984;;Married;9thGrade;1;4;0
513;5935;24.12.2013;Individual;Jasmine;Thomas;;female;Thomas;06.03.1964;;Married;ProfDgree;0;2;0
514;5710;17.10.2012;Individual;Danielle;Williams;;female;Williams;29.05.1966;;Married;HighSchool;1;3;0
515;5936;05.12.2012;Individual;Katherine;Thomas;;female;Thomas;23.07.1971;;Single;Master;0;1;0
516;5711;18.12.2016;Individual;Hannah;Williams;;female;Williams;31.01.1965;;Single;AssocDgree;1;4;1
517;5937;11.02.2017;Individual;Lauren;Thomas;;female;Thomas;11.05.1978;;Married;SmeCollege;1;2;1
518;5712;14.03.2013;Individual;Melissa;Williams;;female;Williams;27.11.1975;;Married;9thGrade;1;3;0
519;5938;22.10.2013;Individual;Madison;Thomas;;female;Thomas;11.03.1968;;Married;HighSchool;1;4;0
520;5713;29.09.2013;Individual;Kelsey;Davis;;female;Davis;21.04.1963;;Single;Bachelor;0;4;0
521;5939;22.08.2015;Individual;Emily;Wieser;;female;Wieser;26.09.1975;;Married;HighSchool;0;2;1
522;5714;19.03.2016;Individual;Mary;Davis;;female;Davis;12.10.1976;;Single;HighSchool;1;1;0
523;5940;02.03.2016;Individual;Morgan;Wieser;;female;Wieser;23.03.1985;;Married;Bachelor;0;1;1
524;5715;24.02.2017;Individual;Samantha;Davis;;female;Davis;01.02.1970;;Single;Bachelor;1;2;1
525;5941;04.03.2014;Individual;Elizabeth;Amigon;;female;Amigon;17.05.1967;;Single;Bachelor;1;4;1
526;5716;22.08.2014;Individual;Victoria;Davis;;female;Davis;10.05.1973;;Married;SmeCollege;1;1;0
527;5942;09.06.2016;Individual;Megan;Amigon;;female;Amigon;08.01.1982;;Married;Master;1;3;0
528;5717;09.03.2014;Individual;Haley;Dilliard;;female;Dilliard;07.11.1977;;Married;9thGrade;0;3;0
529;5943;17.12.2016;Individual;Olivia;Amigon;;female;Amigon;14.12.1977;;Single;9thGrade;1;4;1
530;5718;17.05.2017;Individual;Mary;Garcia;;female;Garcia;19.09.1984;;Married;HighSchool;0;4;1
531;5944;23.07.2015;Individual;Abigail;Anderson;;female;Anderson;30.01.1965;;Married;HighSchool;1;1;0
532;5719;14.10.2013;Individual;Samantha;Garcia;;female;Garcia;30.06.1972;;Married;9thGrade;1;3;1
533;5945;13.12.2013;Individual;Alyssa;Anderson;;female;Anderson;18.05.1973;;Single;9thGrade;0;4;1
534;5720;04.11.2016;Individual;Victoria;Garcia;;female;Garcia;04.11.1974;;Married;Bachelor;1;4;1
535;5721;06.10.2015;Individual;Ashley;Garufi;;female;Garufi;18.01.1962;;Single;Bachelor;0;4;1
536;5946;16.12.2016;Individual;Alexandra;Johnson;;female;Johnson;04.07.1971;;Single;HighSchool;0;4;0
537;5722;22.12.2012;Individual;Jessica;Garufi;;female;Garufi;25.08.1963;;Single;SmeCollege;0;1;1
538;5947;03.07.2013;Individual;Elizabeth;Johnson;;female;Johnson;26.10.1965;;Married;HighSchool;1;4;0
539;5723;16.11.2015;Individual;Kayla;Garufi;;female;Garufi;10.10.1986;;Single;HighSchool;1;1;0
540;5948;17.03.2012;Individual;Megan;Johnson;;female;Johnson;26.01.1968;;Single;HighSchool;1;4;0
541;5724;21.12.2015;Individual;Taylor;White;;female;White;22.04.1975;;Single;HighSchool;0;2;1
542;5949;24.12.2016;Individual;Olivia;Johnson;;female;Johnson;09.02.1971;;Married;SmeCollege;1;1;1
543;5725;18.11.2012;Individual;Emily;Whobrey;;female;Whobrey;31.08.1974;;Single;HighSchool;0;1;0
544;5950;14.12.2015;Individual;Amanda;Miller;;female;Miller;27.05.1975;;Married;Master;0;4;1
545;5726;26.02.2012;Individual;Morgan;Whobrey;;female;Whobrey;27.05.1983;;Married;9thGrade;1;4;1
546;5951;07.06.2012;Individual;Anna;Miller;;female;Miller;11.05.1961;;Single;SmeCollege;0;4;1
547;5727;25.08.2016;Individual;Allison;Rodriguez;;female;Rodriguez;17.03.1978;;Married;9thGrade;0;4;1
548;5952;21.04.2013;Individual;Danielle;Miller;;female;Miller;10.11.1963;;Single;SmeCollege;0;2;1
549;5728;19.01.2014;Individual;Amanda;Rodriguez;;female;Rodriguez;11.10.1959;;Married;HighSchool;0;4;0
550;5953;06.11.2014;Individual;Hannah;Miller;;female;Miller;13.03.1968;;Married;SmeCollege;0;4;0
551;5729;14.06.2012;Individual;Anna;Rodriguez;;female;Rodriguez;01.11.1968;;Married;AssocDgree;1;3;1
552;5954;06.06.2012;Individual;Melissa;Miller;;female;Miller;12.02.1960;;Single;Master;0;3;0
553;5955;23.04.2016;Individual;Katherine;Ruta;;female;Ruta;21.05.1985;;Married;HighSchool;1;2;0
554;5730;16.04.2015;Individual;Danielle;Rodriguez;;female;Rodriguez;04.05.1961;;Married;AssocDgree;0;4;0
555;5956;04.01.2017;Individual;Haley;Albares;;female;Albares;30.01.1969;;Married;Bachelor;1;1;0
556;5731;21.08.2016;Individual;Hannah;Rodriguez;;female;Rodriguez;04.04.1978;;Married;SmeCollege;1;1;1
557;5957;12.04.2014;Individual;Kimberly;Albares;;female;Albares;24.04.1977;;Single;SmeCollege;1;3;0
558;5958;21.05.2017;Individual;Taylor;Albares;;female;Albares;24.12.1978;;Married;Bachelor;0;3;0
559;5732;31.03.2014;Individual;Samantha;Tollner;;female;Tollner;27.04.1960;;Single;SmeCollege;0;2;1
560;5959;30.08.2012;Individual;Alexis;Amigon;;female;Amigon;31.08.1984;;Single;Master;0;1;0
561;5960;12.04.2012;Individual;Alexis;Jones;;female;Jones;03.03.1971;;Married;HighSchool;0;1;1
562;5733;13.09.2016;Individual;Victoria;Tollner;;female;Tollner;15.12.1975;;Single;Master;1;3;1
563;5961;29.03.2012;Individual;Allison;Jones;;female;Jones;26.11.1981;;Married;HighSchool;1;4;0
564;5734;04.08.2012;Individual;Emily;Venere;;female;Venere;08.07.1966;;Married;HighSchool;0;3;0
565;5962;06.10.2014;Individual;Amanda;Jones;;female;Jones;25.01.1960;;Married;9thGrade;1;4;0
566;5963;17.02.2016;Individual;Anna;Jones;;female;Jones;04.06.1986;;Single;HighSchool;0;2;1
567;5735;29.09.2015;Individual;Morgan;Venere;;female;Venere;21.10.1987;;Married;9thGrade;1;1;0
568;5964;06.06.2014;Individual;Danielle;Jones;;female;Jones;18.08.1982;;Single;SmeCollege;0;1;0
569;5736;12.02.2013;Individual;Jessica;Caldarera;;female;Caldarera;31.07.1958;;Married;SmeCollege;0;4;0
570;5965;13.06.2013;Individual;Hannah;Jones;;female;Jones;13.12.1971;;Married;SmeCollege;0;1;0
571;5966;20.09.2016;Individual;Melissa;Jones;;female;Jones;23.07.1984;;Single;SmeCollege;0;2;1
572;5737;12.01.2015;Individual;Kayla;Caldarera;;female;Caldarera;10.06.1987;;Married;9thGrade;1;2;0
573;5967;25.04.2012;Individual;Amber;Moore;;female;Moore;12.08.1959;;Single;SmeCollege;0;2;1
574;5968;23.02.2013;Individual;Brianna;Moore;;female;Moore;06.03.1983;;Married;9thGrade;1;1;1
575;5738;08.09.2015;Individual;Nicole;Caldarera;;female;Caldarera;07.06.1964;;Married;SmeCollege;1;3;1
576;5969;31.03.2015;Individual;Jasmine;Moore;;female;Moore;23.11.1965;;Married;HighSchool;0;4;0
577;5739;27.03.2013;Individual;Amber;Darakjy;;female;Darakjy;07.11.1975;;Single;Master;0;1;1
578;5740;21.03.2014;Individual;Brianna;Darakjy;;female;Darakjy;30.11.1975;;Single;HighSchool;1;4;0
579;5970;08.04.2013;Individual;Katherine;Moore;;female;Moore;19.07.1972;;Married;AssocDgree;0;1;0
580;5741;04.02.2012;Individual;Megan;Flosi;;female;Flosi;19.06.1982;;Single;HighSchool;0;3;0
581;5971;29.11.2012;Individual;Lauren;Moore;;female;Moore;02.06.1985;;Married;Bachelor;0;1;1
582;5742;03.05.2015;Individual;Olivia;Flosi;;female;Flosi;26.03.1966;;Married;HighSchool;0;1;1
583;5972;15.01.2017;Individual;Madison;Moore;;female;Moore;30.07.1975;;Single;AssocDgree;0;2;1
584;5743;04.01.2014;Individual;Courtney;Foller;;female;Foller;17.04.1984;;Single;Bachelor;1;2;0
585;5973;19.09.2012;Individual;Rachel;Moore;;female;Moore;18.08.1962;;Single;SmeCollege;1;2;0
586;5744;28.11.2015;Individual;Melissa;Rodriguez;;female;Rodriguez;03.01.1968;;Single;Bachelor;1;2;0
587;5974;24.03.2016;Individual;Sarah;Moore;;female;Moore;08.11.1972;;Married;Bachelor;0;4;1
588;5745;16.09.2014;Individual;Abigail;Ruta;;female;Ruta;06.12.1985;;Married;HighSchool;0;2;0
589;5975;26.07.2014;Individual;Shelby;Moore;;female;Moore;09.06.1967;;Married;Bachelor;1;1;0
590;5746;05.09.2012;Individual;Alyssa;Ruta;;female;Ruta;28.12.1973;;Married;9thGrade;1;2;1
591;5976;21.01.2015;Individual;Nicole;Taylor;;female;Taylor;31.05.1973;;Single;SmeCollege;1;3;0
592;5747;22.12.2015;Individual;Brittany;Ruta;;female;Ruta;31.12.1961;;Married;HighSchool;1;3;0
593;5977;15.02.2013;Individual;Abigail;Thomas;;female;Thomas;21.07.1962;;Single;HighSchool;1;3;1
594;5748;15.10.2015;Individual;Jennifer;Ruta;;female;Ruta;09.01.1983;;Single;SmeCollege;1;3;0
595;5978;20.03.2016;Individual;Alyssa;Thomas;;female;Thomas;03.09.1988;;Married;HighSchool;1;2;0
596;5749;30.06.2015;Individual;Alexandra;White;;female;White;10.07.1980;;Single;HighSchool;0;3;1
597;5979;02.07.2016;Individual;Brittany;Thomas;;female;Thomas;31.08.1968;;Married;HighSchool;0;4;1
598;5750;14.09.2016;Individual;Elizabeth;White;;female;White;22.09.1980;;Married;SmeCollege;0;3;1
599;5980;23.08.2015;Individual;Jennifer;Thomas;;female;Thomas;05.02.1979;;Married;SmeCollege;1;3;1
600;5751;20.01.2015;Individual;Megan;White;;female;White;01.09.1981;;Married;HighSchool;1;4;1
601;5981;27.05.2017;Individual;Ashley;Wieser;;female;Wieser;02.02.1986;;Married;Bachelor;1;1;1
602;5752;11.11.2016;Individual;Olivia;White;;female;White;10.09.1981;;Married;Bachelor;1;1;0
603;5982;07.02.2017;Individual;Jessica;Wieser;;female;Wieser;22.11.1973;;Single;HighSchool;1;2;1
604;5753;02.04.2015;Individual;Jasmine;Darakjy;;female;Darakjy;13.12.1978;;Single;AssocDgree;1;2;1
605;5983;21.07.2014;Individual;Kayla;Wieser;;female;Wieser;23.09.1983;;Single;HighSchool;0;2;1
606;5754;01.08.2013;Individual;Katherine;Darakjy;;female;Darakjy;08.06.1973;;Single;HighSchool;1;1;1
607;5984;14.12.2012;Individual;Nicole;Wieser;;female;Wieser;15.02.1976;;Married;AssocDgree;1;3;1
608;5755;17.11.2013;Individual;Lauren;Darakjy;;female;Darakjy;12.12.1973;;Married;HighSchool;0;1;0
609;5985;04.11.2013;Individual;Allison;Amigon;;female;Amigon;23.09.1976;;Single;HighSchool;1;2;0
610;5756;28.08.2012;Individual;Madison;Darakjy;;female;Darakjy;18.10.1982;;Single;AssocDgree;0;1;0
611;5986;30.01.2012;Individual;Amanda;Amigon;;female;Amigon;01.11.1968;;Single;9thGrade;1;3;0
612;5757;08.04.2016;Individual;Rachel;Darakjy;;female;Darakjy;16.03.1977;;Single;HighSchool;0;2;1
613;5987;30.03.2012;Individual;Anna;Amigon;;female;Amigon;06.05.1964;;Married;SmeCollege;0;1;0
614;5758;17.07.2012;Individual;Sarah;Darakjy;;female;Darakjy;20.03.1962;;Single;HighSchool;0;4;0
615;5988;02.04.2016;Individual;Danielle;Amigon;;female;Amigon;02.01.1983;;Married;HighSchool;0;2;0
616;5759;11.09.2015;Individual;Shelby;Darakjy;;female;Darakjy;04.05.1974;;Married;HighSchool;0;2;0
617;5989;26.05.2013;Individual;Hannah;Amigon;;female;Amigon;04.08.1968;;Single;Master;1;1;0
618;5760;22.09.2013;Individual;Alexis;Davis;;female;Davis;17.02.1968;;Single;HighSchool;1;4;0
619;5761;09.04.2015;Individual;Allison;Davis;;female;Davis;02.02.1968;;Married;Bachelor;1;3;0
620;5990;07.12.2014;Individual;Melissa;Amigon;;female;Amigon;25.04.1985;;Single;AssocDgree;1;4;0
621;5762;07.10.2014;Individual;Amanda;Davis;;female;Davis;07.12.1984;;Married;SmeCollege;1;4;1
622;5991;09.11.2012;Individual;Alexis;Johnson;;female;Johnson;14.09.1975;;Single;AssocDgree;1;4;1
623;5763;06.04.2015;Individual;Anna;Davis;;female;Davis;04.08.1977;;Married;HighSchool;0;1;0
624;5992;03.01.2015;Individual;Allison;Johnson;;female;Johnson;22.02.1982;;Married;HighSchool;0;2;1
625;5764;24.10.2012;Individual;Danielle;Davis;;female;Davis;17.11.1962;;Single;Bachelor;0;3;0
626;5993;03.11.2016;Individual;Amanda;Johnson;;female;Johnson;07.04.1965;;Married;Bachelor;1;2;1
627;5765;10.06.2016;Individual;Mary;Foller;;female;Foller;30.08.1969;;Single;HighSchool;1;1;1
628;5994;18.06.2014;Individual;Anna;Johnson;;female;Johnson;28.12.1959;;Single;HighSchool;1;1;0
629;5766;09.02.2017;Individual;Samantha;Foller;;female;Foller;21.03.1984;;Single;Bachelor;1;3;0
630;5995;11.08.2012;Individual;Danielle;Johnson;;female;Johnson;20.08.1980;;Single;SmeCollege;0;1;0
631;5767;26.03.2013;Individual;Victoria;Foller;;female;Foller;15.10.1966;;Married;Bachelor;1;2;1
632;5996;21.11.2012;Individual;Hannah;Johnson;;female;Johnson;01.07.1973;;Single;Bachelor;1;4;1
633;5768;27.01.2014;Individual;Courtney;Albares;;female;Albares;02.08.1960;;Single;Bachelor;0;1;0
634;5997;22.03.2017;Individual;Melissa;Johnson;;female;Johnson;27.04.1989;;Single;Bachelor;0;3;1
635;5769;25.02.2013;Individual;Kelsey;Albares;;female;Albares;12.07.1984;;Single;9thGrade;1;1;1
636;5998;15.01.2013;Individual;Jennifer;Whobrey;;female;Whobrey;08.04.1976;;Single;SmeCollege;0;4;1
637;5770;08.06.2015;Individual;Mary;Albares;;female;Albares;12.12.1970;;Married;9thGrade;0;3;0
638;5999;23.01.2012;Individual;Rebecca;Whobrey;;female;Whobrey;16.04.1963;;Single;Bachelor;0;2;0
639;5771;10.03.2013;Individual;Samantha;Albares;;female;Albares;05.05.1959;;Married;Bachelor;0;2;0
640;6000;14.04.2016;Individual;Stephanie;Whobrey;;female;Whobrey;17.12.1983;;Single;Bachelor;1;4;0
641;5772;18.01.2017;Individual;Victoria;Albares;;female;Albares;20.05.1976;;Married;SmeCollege;0;1;1
642;6001;07.02.2017;Individual;Nicole;Wilson;;female;Wilson;09.01.1969;;Married;SmeCollege;0;3;1
643;5773;02.02.2012;Individual;Emily;Jones;;female;Jones;05.05.1973;;Married;HighSchool;0;1;0
644;6002;30.06.2013;Individual;Ashley;Brown;;female;Brown;01.08.1976;;Single;Bachelor;0;2;1
645;5774;24.01.2016;Individual;Morgan;Jones;;female;Jones;27.12.1968;;Married;SmeCollege;0;2;0
646;6003;24.07.2013;Individual;Jessica;Brown;;female;Brown;11.01.1975;;Single;Bachelor;0;1;1
647;5775;23.03.2014;Individual;Brittany;Moore;;female;Moore;02.07.1973;;Married;9thGrade;0;1;0
648;6004;18.08.2013;Individual;Kayla;Brown;;female;Brown;04.12.1975;;Single;AssocDgree;0;3;1
649;5776;23.07.2012;Individual;Jennifer;Moore;;female;Moore;19.01.1965;;Married;HighSchool;0;3;1
650;6005;26.07.2015;Individual;Nicole;Brown;;female;Brown;02.06.1973;;Married;Bachelor;1;1;0
651;5777;11.07.2015;Individual;Rebecca;Moore;;female;Moore;11.05.1961;;Single;HighSchool;1;4;1
652;5778;07.05.2017;Individual;Stephanie;Moore;;female;Moore;24.08.1978;;Single;9thGrade;0;2;0
653;6006;16.04.2014;Individual;Amber;Butt;;female;Butt;22.06.1973;;Married;HighSchool;0;2;0
654;5779;22.01.2016;Individual;Megan;Taylor;;female;Taylor;12.07.1979;;Married;HighSchool;1;4;0
655;6007;21.03.2016;Individual;Kelsey;Dilliard;;female;Dilliard;09.05.1987;;Married;HighSchool;0;4;0
656;5780;21.05.2016;Individual;Olivia;Taylor;;female;Taylor;26.05.1979;;Married;Master;0;2;1
657;6008;19.05.2013;Individual;Mary;Dilliard;;female;Dilliard;23.09.1972;;Married;HighSchool;0;2;0
658;5781;28.01.2012;Individual;Haley;Thomas;;female;Thomas;10.09.1971;;Married;HighSchool;0;3;0
659;6009;09.03.2013;Individual;Samantha;Dilliard;;female;Dilliard;26.07.1961;;Married;HighSchool;1;1;1
660;5782;31.03.2014;Individual;Kimberly;Thomas;;female;Thomas;19.11.1965;;Single;HighSchool;1;2;0
661;6010;12.03.2013;Individual;Victoria;Dilliard;;female;Dilliard;15.07.1979;;Married;HighSchool;1;2;1
662;5783;16.02.2013;Individual;Taylor;Whobrey;;female;Whobrey;27.04.1959;;Single;AssocDgree;0;1;1
663;6011;30.03.2012;Individual;Courtney;Flosi;;female;Flosi;30.12.1970;;Single;AssocDgree;1;3;0
664;5784;31.10.2012;Individual;Alexandra;Wieser;;female;Wieser;08.07.1980;;Single;HighSchool;0;4;0
665;6012;12.02.2012;Individual;Alexandra;Marrier;;female;Marrier;25.02.1960;;Single;HighSchool;1;1;0
666;5785;04.01.2015;Individual;Elizabeth;Wieser;;female;Wieser;06.09.1984;;Married;Bachelor;1;3;0
667;5786;07.02.2012;Individual;Megan;Wieser;;female;Wieser;14.04.1980;;Married;Bachelor;0;2;0
668;6013;22.01.2012;Individual;Elizabeth;Marrier;;female;Marrier;27.06.1974;;Married;SmeCollege;1;4;0
669;5787;02.10.2016;Individual;Olivia;Wieser;;female;Wieser;16.03.1981;;Married;SmeCollege;0;1;0
670;6014;13.04.2015;Individual;Megan;Marrier;;female;Marrier;20.01.1981;;Married;Bachelor;1;3;1
671;5788;17.04.2017;Individual;Abigail;Williams;;female;Williams;29.03.1967;;Married;Master;0;2;1
672;6015;01.08.2015;Individual;Olivia;Marrier;;female;Marrier;06.09.1986;;Married;Bachelor;0;2;0
673;5789;16.12.2016;Individual;Emily;Amigon;;female;Amigon;30.04.1969;;Married;Bachelor;0;4;1
674;6016;03.09.2012;Individual;Courtney;Paprocki;;female;Paprocki;23.01.1978;;Married;HighSchool;0;2;0
675;5790;22.06.2012;Individual;Morgan;Amigon;;female;Amigon;06.09.1972;;Single;HighSchool;0;3;1
676;6017;07.03.2017;Individual;Kelsey;Paprocki;;female;Paprocki;11.12.1975;;Single;Master;1;1;1
677;5791;19.08.2013;Individual;Emily;Johnson;;female;Johnson;27.12.1963;;Single;HighSchool;1;3;1
678;6018;02.04.2014;Individual;Victoria;Paprocki;;female;Paprocki;10.05.1976;;Single;HighSchool;0;3;1
679;5792;12.03.2016;Individual;Morgan;Johnson;;female;Johnson;23.08.1981;;Single;HighSchool;1;4;1
680;6019;26.01.2014;Individual;Amber;Poquette;;female;Poquette;30.12.1969;;Married;ProfDgree;0;4;0
681;5793;20.11.2014;Individual;Ashley;Miller;;female;Miller;01.05.1977;;Married;9thGrade;1;1;0
682;6020;24.09.2013;Individual;Brianna;Poquette;;female;Poquette;10.10.1975;;Married;HighSchool;0;1;1
683;5794;10.09.2013;Individual;Jessica;Miller;;female;Miller;16.08.1975;;Married;9thGrade;0;2;1
684;6021;06.04.2017;Individual;Alexis;Tollner;;female;Tollner;04.08.1963;;Single;HighSchool;1;3;0
685;5795;07.09.2015;Individual;Kayla;Miller;;female;Miller;06.12.1971;;Single;HighSchool;0;1;0
686;6022;19.08.2012;Individual;Allison;Tollner;;female;Tollner;16.08.1976;;Single;SmeCollege;1;2;0
687;5796;14.05.2015;Individual;Nicole;Miller;;female;Miller;09.02.1962;;Married;Bachelor;1;1;0
688;6023;12.10.2014;Individual;Amanda;Tollner;;female;Tollner;18.06.1973;;Married;SmeCollege;1;1;1
689;5797;12.03.2012;Individual;Abigail;Moore;;female;Moore;06.07.1984;;Single;Bachelor;0;3;0
690;6024;08.06.2013;Individual;Anna;Tollner;;female;Tollner;08.05.1959;;Married;SmeCollege;1;3;1
691;5798;19.02.2012;Individual;Alyssa;Moore;;female;Moore;01.09.1983;;Single;9thGrade;0;2;0
692;6025;03.03.2016;Individual;Danielle;Tollner;;female;Tollner;14.02.1963;;Married;Master;1;2;0
693;5799;20.10.2016;Individual;Kimberly;Ruta;;female;Ruta;30.12.1979;;Married;HighSchool;1;3;0
694;6026;01.02.2017;Individual;Hannah;Tollner;;female;Tollner;09.10.1988;;Single;HighSchool;0;3;1
695;5800;16.07.2016;Individual;Taylor;Ruta;;female;Ruta;27.06.1979;;Married;Bachelor;0;2;0
696;6027;06.01.2013;Individual;Melissa;Tollner;;female;Tollner;20.02.1965;;Married;9thGrade;0;3;0
697;5801;14.08.2015;Individual;Alexis;Smith;;female;Smith;12.05.1982;;Single;9thGrade;0;3;1
698;6028;15.03.2013;Individual;Brianna;Butt;;female;Butt;05.08.1984;;Single;9thGrade;0;2;0
699;6029;18.04.2012;Individual;Jasmine;Butt;;female;Butt;26.09.1969;;Married;SmeCollege;0;3;0
700;5802;10.04.2014;Individual;Allison;Smith;;female;Smith;30.06.1965;;Single;Master;0;2;1
701;6030;31.05.2014;Individual;Katherine;Butt;;female;Butt;08.03.1962;;Married;HighSchool;0;2;1
702;5803;08.04.2017;Individual;Amanda;Smith;;female;Smith;15.06.1987;;Single;SmeCollege;1;2;1
703;6031;26.06.2014;Individual;Lauren;Butt;;female;Butt;13.04.1976;;Single;Bachelor;0;3;0
704;5804;17.12.2014;Individual;Anna;Smith;;female;Smith;07.04.1975;;Single;Bachelor;1;1;0
705;6032;04.04.2017;Individual;Madison;Butt;;female;Butt;26.09.1978;;Married;Bachelor;1;4;1
706;5805;17.10.2014;Individual;Danielle;Smith;;female;Smith;05.08.1960;;Single;HighSchool;0;1;1
707;6033;28.05.2014;Individual;Rachel;Butt;;female;Butt;14.05.1973;;Single;SmeCollege;1;3;1
708;5806;24.12.2012;Individual;Hannah;Smith;;female;Smith;05.04.1975;;Married;Master;0;3;0
709;6034;15.11.2013;Individual;Sarah;Butt;;female;Butt;10.06.1968;;Married;ProfDgree;1;1;1
710;5807;10.04.2013;Individual;Courtney;Anderson;;female;Anderson;20.06.1965;;Married;9thGrade;1;4;1
711;6035;07.07.2014;Individual;Shelby;Butt;;female;Butt;03.06.1974;;Single;SmeCollege;1;1;1
712;5808;07.05.2014;Individual;Kelsey;Anderson;;female;Anderson;28.07.1964;;Married;Bachelor;1;4;1
713;6036;17.10.2012;Individual;Rachel;Hernandez;;female;Hernandez;27.04.1975;;Married;SmeCollege;1;4;1
714;5809;23.09.2012;Individual;Mary;Anderson;;female;Anderson;10.02.1978;;Married;HighSchool;1;3;1
715;6037;09.03.2017;Individual;Sarah;Hernandez;;female;Hernandez;15.02.1987;;Single;Master;0;2;1
716;5810;02.09.2015;Individual;Alyssa;Johnson;;female;Johnson;02.05.1974;;Married;Bachelor;0;2;0
717;6038;11.10.2014;Individual;Shelby;Hernandez;;female;Hernandez;01.08.1965;;Married;AssocDgree;0;1;1
718;5811;14.04.2014;Individual;Brittany;Johnson;;female;Johnson;16.07.1979;;Married;SmeCollege;0;3;1
719;6039;16.02.2016;Individual;Abigail;Jackson;;female;Jackson;13.01.1983;;Single;Master;0;3;1
720;5812;24.06.2012;Individual;Jennifer;Johnson;;female;Johnson;17.03.1979;;Married;9thGrade;1;2;0
721;6040;20.10.2016;Individual;Alyssa;Jackson;;female;Jackson;10.05.1967;;Single;AssocDgree;0;4;1
722;5813;17.10.2015;Individual;Haley;Miller;;female;Miller;25.03.1975;;Married;SmeCollege;0;1;1
723;6041;26.05.2012;Individual;Abigail;Butt;;female;Butt;01.11.1984;;Single;HighSchool;1;4;0
724;5814;15.04.2013;Individual;Kimberly;Miller;;female;Miller;14.10.1973;;Married;HighSchool;1;1;1
725;6042;17.04.2016;Individual;Alyssa;Butt;;female;Butt;22.01.1977;;Single;Bachelor;1;3;1
726;5815;18.01.2015;Individual;Taylor;Miller;;female;Miller;05.01.1978;;Single;AssocDgree;0;4;1
